student_id,resMidterm_score,statConcepts,statInterpretation,statChoose_method,resCritical,resParticipation,resAssignment,resOutcome,resLearning_outcome
010027,52,66.6666666666667,27.7777777777778,20,5,5,5,การเขียนและพัฒนาโครงการวิจัย,60
010027,52,66.6666666666667,27.7777777777778,20,5,5,5,เครื่องมือและการเก็บข้อมูล,61.53846153846154
010027,52,66.6666666666667,27.7777777777778,20,5,5,5,การวิเคราะห์และเขียนรายงาน,68.75
010027,52,66.6666666666667,27.7777777777778,20,5,5,5,การประยุกต์ใช้และพัฒนา,75
011727,52,25,27.7777777777778,50,5,4.545454545,5,มโนทัศน์พื้นฐานการวิจัย,54.54545454545455
011727,52,25,27.7777777777778,50,5,4.545454545,5,การออกแบบการวิจัย,72.72727272727273
011727,52,25,27.7777777777778,50,5,4.545454545,5,การเขียนและพัฒนาโครงการวิจัย,80
011727,52,25,27.7777777777778,50,5,4.545454545,5,เครื่องมือและการเก็บข้อมูล,61.53846153846154
011727,52,25,27.7777777777778,50,5,4.545454545,5,การวิเคราะห์และเขียนรายงาน,65.625
011727,52,25,27.7777777777778,50,5,4.545454545,5,การประยุกต์ใช้และพัฒนา,62.5
012327,41,33.3333333333333,27.7777777777778,30,NA,NA,NA,มโนทัศน์พื้นฐานการวิจัย,45.45454545454545
012327,41,33.3333333333333,27.7777777777778,30,NA,NA,NA,การออกแบบการวิจัย,45.45454545454545
012327,41,33.3333333333333,27.7777777777778,30,NA,NA,NA,การเขียนและพัฒนาโครงการวิจัย,40
012327,41,33.3333333333333,27.7777777777778,30,NA,NA,NA,เครื่องมือและการเก็บข้อมูล,46.15384615384615
012327,41,33.3333333333333,27.7777777777778,30,NA,NA,NA,การวิเคราะห์และเขียนรายงาน,56.25
012327,41,33.3333333333333,27.7777777777778,30,NA,NA,NA,การประยุกต์ใช้และพัฒนา,62.5
014627,45,58.3333333333333,33.3333333333333,50,5,4.545454545,4.285714286,มโนทัศน์พื้นฐานการวิจัย,36.36363636363637
014627,45,58.3333333333333,33.3333333333333,50,5,4.545454545,4.285714286,การออกแบบการวิจัย,72.72727272727273
014627,45,58.3333333333333,33.3333333333333,50,5,4.545454545,4.285714286,การเขียนและพัฒนาโครงการวิจัย,80
014627,45,58.3333333333333,33.3333333333333,50,5,4.545454545,4.285714286,เครื่องมือและการเก็บข้อมูล,53.84615384615385
014627,45,58.3333333333333,33.3333333333333,50,5,4.545454545,4.285714286,การวิเคราะห์และเขียนรายงาน,50
014627,45,58.3333333333333,33.3333333333333,50,5,4.545454545,4.285714286,การประยุกต์ใช้และพัฒนา,75
015227,36,50,44.4444444444444,70,5,5,4.642857143,มโนทัศน์พื้นฐานการวิจัย,63.63636363636363
015227,36,50,44.4444444444444,70,5,5,4.642857143,การออกแบบการวิจัย,45.45454545454545
015227,36,50,44.4444444444444,70,5,5,4.642857143,การเขียนและพัฒนาโครงการวิจัย,60
015227,36,50,44.4444444444444,70,5,5,4.642857143,เครื่องมือและการเก็บข้อมูล,46.15384615384615
015227,36,50,44.4444444444444,70,5,5,4.642857143,การวิเคราะห์และเขียนรายงาน,34.375
015227,36,50,44.4444444444444,70,5,5,4.642857143,การประยุกต์ใช้และพัฒนา,50
016927,33,25,27.7777777777778,50,5,4.545454545,4.285714286,มโนทัศน์พื้นฐานการวิจัย,54.54545454545455
016927,33,25,27.7777777777778,50,5,4.545454545,4.285714286,การออกแบบการวิจัย,45.45454545454545
016927,33,25,27.7777777777778,50,5,4.545454545,4.285714286,การเขียนและพัฒนาโครงการวิจัย,40
016927,33,25,27.7777777777778,50,5,4.545454545,4.285714286,เครื่องมือและการเก็บข้อมูล,38.46153846153846
016927,33,25,27.7777777777778,50,5,4.545454545,4.285714286,การวิเคราะห์และเขียนรายงาน,34.375
016927,33,25,27.7777777777778,50,5,4.545454545,4.285714286,การประยุกต์ใช้และพัฒนา,50
017527,53,58.3333333333333,55.5555555555556,30,2.5,2.727272727,2.857142857,มโนทัศน์พื้นฐานการวิจัย,72.72727272727273
017527,53,58.3333333333333,55.5555555555556,30,2.5,2.727272727,2.857142857,การออกแบบการวิจัย,54.54545454545455
017527,53,58.3333333333333,55.5555555555556,30,2.5,2.727272727,2.857142857,การเขียนและพัฒนาโครงการวิจัย,80
017527,53,58.3333333333333,55.5555555555556,30,2.5,2.727272727,2.857142857,เครื่องมือและการเก็บข้อมูล,53.84615384615385
017527,53,58.3333333333333,55.5555555555556,30,2.5,2.727272727,2.857142857,การวิเคราะห์และเขียนรายงาน,68.75
017527,53,58.3333333333333,55.5555555555556,30,2.5,2.727272727,2.857142857,การประยุกต์ใช้และพัฒนา,75
018127,50,41.6666666666667,38.8888888888889,60,5,5,3.928571429,มโนทัศน์พื้นฐานการวิจัย,63.63636363636363
018127,50,41.6666666666667,38.8888888888889,60,5,5,3.928571429,การออกแบบการวิจัย,45.45454545454545
018127,50,41.6666666666667,38.8888888888889,60,5,5,3.928571429,การเขียนและพัฒนาโครงการวิจัย,100
018127,50,41.6666666666667,38.8888888888889,60,5,5,3.928571429,เครื่องมือและการเก็บข้อมูล,53.84615384615385
018127,50,41.6666666666667,38.8888888888889,60,5,5,3.928571429,การวิเคราะห์และเขียนรายงาน,65.625
018127,50,41.6666666666667,38.8888888888889,60,5,5,3.928571429,การประยุกต์ใช้และพัฒนา,62.5
020327,50,50,38.8888888888889,30,5,4.090909091,3.928571429,มโนทัศน์พื้นฐานการวิจัย,63.63636363636363
020327,50,50,38.8888888888889,30,5,4.090909091,3.928571429,การออกแบบการวิจัย,72.72727272727273
020327,50,50,38.8888888888889,30,5,4.090909091,3.928571429,การเขียนและพัฒนาโครงการวิจัย,80
020327,50,50,38.8888888888889,30,5,4.090909091,3.928571429,เครื่องมือและการเก็บข้อมูล,61.53846153846154
020327,50,50,38.8888888888889,30,5,4.090909091,3.928571429,การวิเคราะห์และเขียนรายงาน,53.125
020327,50,50,38.8888888888889,30,5,4.090909091,3.928571429,การประยุกต์ใช้และพัฒนา,75
023227,36,50,38.8888888888889,40,3.75,4.090909091,3.928571429,มโนทัศน์พื้นฐานการวิจัย,36.36363636363637
023227,36,50,38.8888888888889,40,3.75,4.090909091,3.928571429,การออกแบบการวิจัย,36.36363636363637
023227,36,50,38.8888888888889,40,3.75,4.090909091,3.928571429,การเขียนและพัฒนาโครงการวิจัย,100
023227,36,50,38.8888888888889,40,3.75,4.090909091,3.928571429,เครื่องมือและการเก็บข้อมูล,38.46153846153846
023227,36,50,38.8888888888889,40,3.75,4.090909091,3.928571429,การวิเคราะห์และเขียนรายงาน,40.625
023227,36,50,38.8888888888889,40,3.75,4.090909091,3.928571429,การประยุกต์ใช้และพัฒนา,62.5
024927,42,50,44.4444444444444,20,5,5,5,มโนทัศน์พื้นฐานการวิจัย,27.272727272727273
024927,42,50,44.4444444444444,20,5,5,5,การออกแบบการวิจัย,36.36363636363637
024927,42,50,44.4444444444444,20,5,5,5,การเขียนและพัฒนาโครงการวิจัย,60
024927,42,50,44.4444444444444,20,5,5,5,เครื่องมือและการเก็บข้อมูล,76.92307692307692
024927,42,50,44.4444444444444,20,5,5,5,การวิเคราะห์และเขียนรายงาน,50
024927,42,50,44.4444444444444,20,5,5,5,การประยุกต์ใช้และพัฒนา,75
025527,42,41.6666666666667,50,20,5,5,3.571428571,มโนทัศน์พื้นฐานการวิจัย,72.72727272727273
025527,42,41.6666666666667,50,20,5,5,3.571428571,การออกแบบการวิจัย,36.36363636363637
025527,42,41.6666666666667,50,20,5,5,3.571428571,การเขียนและพัฒนาโครงการวิจัย,60
025527,42,41.6666666666667,50,20,5,5,3.571428571,เครื่องมือและการเก็บข้อมูล,53.84615384615385
025527,42,41.6666666666667,50,20,5,5,3.571428571,การวิเคราะห์และเขียนรายงาน,50
025527,42,41.6666666666667,50,20,5,5,3.571428571,การประยุกต์ใช้และพัฒนา,50
026127,56,58.3333333333333,33.3333333333333,50,5,5,4.285714286,มโนทัศน์พื้นฐานการวิจัย,81.81818181818181
026127,56,58.3333333333333,33.3333333333333,50,5,5,4.285714286,การออกแบบการวิจัย,72.72727272727273
026127,56,58.3333333333333,33.3333333333333,50,5,5,4.285714286,การเขียนและพัฒนาโครงการวิจัย,60
026127,56,58.3333333333333,33.3333333333333,50,5,5,4.285714286,เครื่องมือและการเก็บข้อมูล,38.46153846153846
026127,56,58.3333333333333,33.3333333333333,50,5,5,4.285714286,การวิเคราะห์และเขียนรายงาน,81.25
026127,56,58.3333333333333,33.3333333333333,50,5,5,4.285714286,การประยุกต์ใช้และพัฒนา,62.5
027827,51,50,16.6666666666667,20,2.5,4.545454545,4.285714286,มโนทัศน์พื้นฐานการวิจัย,63.63636363636363
027827,51,50,16.6666666666667,20,2.5,4.545454545,4.285714286,การออกแบบการวิจัย,45.45454545454545
027827,51,50,16.6666666666667,20,2.5,4.545454545,4.285714286,การเขียนและพัฒนาโครงการวิจัย,100
027827,51,50,16.6666666666667,20,2.5,4.545454545,4.285714286,เครื่องมือและการเก็บข้อมูล,61.53846153846154
027827,51,50,16.6666666666667,20,2.5,4.545454545,4.285714286,การวิเคราะห์และเขียนรายงาน,59.375
027827,51,50,16.6666666666667,20,2.5,4.545454545,4.285714286,การประยุกต์ใช้และพัฒนา,87.5
001627,46,42.8571428571429,50,40,3.75,5,3.928571429,มโนทัศน์พื้นฐานการวิจัย,63.63636363636363
001627,46,42.8571428571429,50,40,3.75,5,3.928571429,การออกแบบการวิจัย,63.63636363636363
001627,46,42.8571428571429,50,40,3.75,5,3.928571429,การเขียนและพัฒนาโครงการวิจัย,100
001627,46,42.8571428571429,50,40,3.75,5,3.928571429,เครื่องมือและการเก็บข้อมูล,46.15384615384615
001627,46,42.8571428571429,50,40,3.75,5,3.928571429,การวิเคราะห์และเขียนรายงาน,56.25
001627,46,42.8571428571429,50,40,3.75,5,3.928571429,การประยุกต์ใช้และพัฒนา,37.5
002227,47,50,43.75,20,5,5,5,มโนทัศน์พื้นฐานการวิจัย,27.272727272727273
002227,47,50,43.75,20,5,5,5,การออกแบบการวิจัย,63.63636363636363
002227,47,50,43.75,20,5,5,5,การเขียนและพัฒนาโครงการวิจัย,60
002227,47,50,43.75,20,5,5,5,เครื่องมือและการเก็บข้อมูล,53.84615384615385
002227,47,50,43.75,20,5,5,5,การวิเคราะห์และเขียนรายงาน,68.75
002227,47,50,43.75,20,5,5,5,การประยุกต์ใช้และพัฒนา,62.5
003927,37,21.4285714285714,50,10,5,5,5,มโนทัศน์พื้นฐานการวิจัย,45.45454545454545
003927,37,21.4285714285714,50,10,5,5,5,การออกแบบการวิจัย,36.36363636363637
003927,37,21.4285714285714,50,10,5,5,5,การเขียนและพัฒนาโครงการวิจัย,60
003927,37,21.4285714285714,50,10,5,5,5,เครื่องมือและการเก็บข้อมูล,30.76923076923077
003927,37,21.4285714285714,50,10,5,5,5,การวิเคราะห์และเขียนรายงาน,50
003927,37,21.4285714285714,50,10,5,5,5,การประยุกต์ใช้และพัฒนา,62.5
005127,50,42.8571428571429,75,20,5,5,3.928571429,มโนทัศน์พื้นฐานการวิจัย,45.45454545454545
005127,50,42.8571428571429,75,20,5,5,3.928571429,การออกแบบการวิจัย,63.63636363636363
005127,50,42.8571428571429,75,20,5,5,3.928571429,การเขียนและพัฒนาโครงการวิจัย,80
005127,50,42.8571428571429,75,20,5,5,3.928571429,เครื่องมือและการเก็บข้อมูล,53.84615384615385
005127,50,42.8571428571429,75,20,5,5,3.928571429,การวิเคราะห์และเขียนรายงาน,68.75
005127,50,42.8571428571429,75,20,5,5,3.928571429,การประยุกต์ใช้และพัฒนา,62.5
006827,57,64.2857142857143,56.25,20,5,5,4.642857143,มโนทัศน์พื้นฐานการวิจัย,63.63636363636363
006827,57,64.2857142857143,56.25,20,5,5,4.642857143,การออกแบบการวิจัย,72.72727272727273
006827,57,64.2857142857143,56.25,20,5,5,4.642857143,การเขียนและพัฒนาโครงการวิจัย,80
006827,57,64.2857142857143,56.25,20,5,5,4.642857143,เครื่องมือและการเก็บข้อมูล,61.53846153846154
006827,57,64.2857142857143,56.25,20,5,5,4.642857143,การวิเคราะห์และเขียนรายงาน,75
006827,57,64.2857142857143,56.25,20,5,5,4.642857143,การประยุกต์ใช้และพัฒนา,75
007427,51,57.1428571428571,50,40,5,5,5,มโนทัศน์พื้นฐานการวิจัย,63.63636363636363
007427,51,57.1428571428571,50,40,5,5,5,การออกแบบการวิจัย,45.45454545454545
007427,51,57.1428571428571,50,40,5,5,5,การเขียนและพัฒนาโครงการวิจัย,100
007427,51,57.1428571428571,50,40,5,5,5,เครื่องมือและการเก็บข้อมูล,38.46153846153846
007427,51,57.1428571428571,50,40,5,5,5,การวิเคราะห์และเขียนรายงาน,68.75
007427,51,57.1428571428571,50,40,5,5,5,การประยุกต์ใช้และพัฒนา,87.5
008027,60,64.2857142857143,62.5,50,5,5,5,มโนทัศน์พื้นฐานการวิจัย,63.63636363636363
008027,60,64.2857142857143,62.5,50,5,5,5,การออกแบบการวิจัย,72.72727272727273
008027,60,64.2857142857143,62.5,50,5,5,5,การเขียนและพัฒนาโครงการวิจัย,80
008027,60,64.2857142857143,62.5,50,5,5,5,เครื่องมือและการเก็บข้อมูล,61.53846153846154
008027,60,64.2857142857143,62.5,50,5,5,5,การวิเคราะห์และเขียนรายงาน,87.5
008027,60,64.2857142857143,62.5,50,5,5,5,การประยุกต์ใช้และพัฒนา,62.5
010227,48,42.8571428571429,56.25,60,5,5,5,มโนทัศน์พื้นฐานการวิจัย,45.45454545454545
010227,48,42.8571428571429,56.25,60,5,5,5,การออกแบบการวิจัย,54.54545454545455
010227,48,42.8571428571429,56.25,60,5,5,5,การเขียนและพัฒนาโครงการวิจัย,80
010227,48,42.8571428571429,56.25,60,5,5,5,เครื่องมือและการเก็บข้อมูล,61.53846153846154
010227,48,42.8571428571429,56.25,60,5,5,5,การวิเคราะห์และเขียนรายงาน,59.375
010227,48,42.8571428571429,56.25,60,5,5,5,การประยุกต์ใช้และพัฒนา,75
011927,51,57.1428571428571,37.5,20,5,5,5,มโนทัศน์พื้นฐานการวิจัย,36.36363636363637
011927,51,57.1428571428571,37.5,20,5,5,5,การออกแบบการวิจัย,54.54545454545455
011927,51,57.1428571428571,37.5,20,5,5,5,การเขียนและพัฒนาโครงการวิจัย,100
011927,51,57.1428571428571,37.5,20,5,5,5,เครื่องมือและการเก็บข้อมูล,61.53846153846154
011927,51,57.1428571428571,37.5,20,5,5,5,การวิเคราะห์และเขียนรายงาน,71.875
011927,51,57.1428571428571,37.5,20,5,5,5,การประยุกต์ใช้และพัฒนา,62.5
012527,58,50,56.25,40,5,5,4.642857143,มโนทัศน์พื้นฐานการวิจัย,45.45454545454545
012527,58,50,56.25,40,5,5,4.642857143,การออกแบบการวิจัย,63.63636363636363
012527,58,50,56.25,40,5,5,4.642857143,การเขียนและพัฒนาโครงการวิจัย,100
012527,58,50,56.25,40,5,5,4.642857143,เครื่องมือและการเก็บข้อมูล,69.23076923076923
012527,58,50,56.25,40,5,5,4.642857143,การวิเคราะห์และเขียนรายงาน,84.375
012527,58,50,56.25,40,5,5,4.642857143,การประยุกต์ใช้และพัฒนา,62.5
013127,67,50,43.75,40,5,5,5,มโนทัศน์พื้นฐานการวิจัย,72.72727272727273
013127,67,50,43.75,40,5,5,5,การออกแบบการวิจัย,90.9090909090909
013127,67,50,43.75,40,5,5,5,การเขียนและพัฒนาโครงการวิจัย,100
013127,67,50,43.75,40,5,5,5,เครื่องมือและการเก็บข้อมูล,84.61538461538461
013127,67,50,43.75,40,5,5,5,การวิเคราะห์และเขียนรายงาน,87.5
013127,67,50,43.75,40,5,5,5,การประยุกต์ใช้และพัฒนา,62.5
015427,49,85.7142857142857,56.25,30,5,5,5,มโนทัศน์พื้นฐานการวิจัย,45.45454545454545
015427,49,85.7142857142857,56.25,30,5,5,5,การออกแบบการวิจัย,72.72727272727273
015427,49,85.7142857142857,56.25,30,5,5,5,การเขียนและพัฒนาโครงการวิจัย,80
015427,49,85.7142857142857,56.25,30,5,5,5,เครื่องมือและการเก็บข้อมูล,53.84615384615385
015427,49,85.7142857142857,56.25,30,5,5,5,การวิเคราะห์และเขียนรายงาน,59.375
015427,49,85.7142857142857,56.25,30,5,5,5,การประยุกต์ใช้และพัฒนา,75
018327,54,35.7142857142857,37.5,50,5,5,5,มโนทัศน์พื้นฐานการวิจัย,54.54545454545455
018327,54,35.7142857142857,37.5,50,5,5,5,การออกแบบการวิจัย,45.45454545454545
018327,54,35.7142857142857,37.5,50,5,5,5,การเขียนและพัฒนาโครงการวิจัย,80
018327,54,35.7142857142857,37.5,50,5,5,5,เครื่องมือและการเก็บข้อมูล,61.53846153846154
018327,54,35.7142857142857,37.5,50,5,5,5,การวิเคราะห์และเขียนรายงาน,71.875
018327,54,35.7142857142857,37.5,50,5,5,5,การประยุกต์ใช้และพัฒนา,100
020527,51,57.1428571428571,53.3333333333333,10,5,5,4.285714286,มโนทัศน์พื้นฐานการวิจัย,45.45454545454545
020527,51,57.1428571428571,53.3333333333333,10,5,5,4.285714286,การออกแบบการวิจัย,72.72727272727273
020527,51,57.1428571428571,53.3333333333333,10,5,5,4.285714286,การเขียนและพัฒนาโครงการวิจัย,100
020527,51,57.1428571428571,53.3333333333333,10,5,5,4.285714286,เครื่องมือและการเก็บข้อมูล,69.23076923076923
020527,51,57.1428571428571,53.3333333333333,10,5,5,4.285714286,การวิเคราะห์และเขียนรายงาน,53.125
020527,51,57.1428571428571,53.3333333333333,10,5,5,4.285714286,การประยุกต์ใช้และพัฒนา,87.5
023427,60,57.1428571428571,50,60,5,5,3.928571429,มโนทัศน์พื้นฐานการวิจัย,63.63636363636363
023427,60,57.1428571428571,50,60,5,5,3.928571429,การออกแบบการวิจัย,72.72727272727273
023427,60,57.1428571428571,50,60,5,5,3.928571429,การเขียนและพัฒนาโครงการวิจัย,100
023427,60,57.1428571428571,50,60,5,5,3.928571429,เครื่องมือและการเก็บข้อมูล,61.53846153846154
023427,60,57.1428571428571,50,60,5,5,3.928571429,การวิเคราะห์และเขียนรายงาน,81.25
023427,60,57.1428571428571,50,60,5,5,3.928571429,การประยุกต์ใช้และพัฒนา,75
024027,55,64.2857142857143,56.25,40,5,5,4.642857143,มโนทัศน์พื้นฐานการวิจัย,45.45454545454545
024027,55,64.2857142857143,56.25,40,5,5,4.642857143,การออกแบบการวิจัย,63.63636363636363
024027,55,64.2857142857143,56.25,40,5,5,4.642857143,การเขียนและพัฒนาโครงการวิจัย,100
024027,55,64.2857142857143,56.25,40,5,5,4.642857143,เครื่องมือและการเก็บข้อมูล,46.15384615384615
024027,55,64.2857142857143,56.25,40,5,5,4.642857143,การวิเคราะห์และเขียนรายงาน,84.375
024027,55,64.2857142857143,56.25,40,5,5,4.642857143,การประยุกต์ใช้และพัฒนา,62.5
025727,48,50,18.75,30,5,5,5,มโนทัศน์พื้นฐานการวิจัย,45.45454545454545
025727,48,50,18.75,30,5,5,5,การออกแบบการวิจัย,36.36363636363637
025727,48,50,18.75,30,5,5,5,การเขียนและพัฒนาโครงการวิจัย,80
025727,48,50,18.75,30,5,5,5,เครื่องมือและการเก็บข้อมูล,61.53846153846154
025727,48,50,18.75,30,5,5,5,การวิเคราะห์และเขียนรายงาน,65.625
025727,48,50,18.75,30,5,5,5,การประยุกต์ใช้และพัฒนา,75
026327,40,35.7142857142857,43.75,20,5,5,5,มโนทัศน์พื้นฐานการวิจัย,45.45454545454545
026327,40,35.7142857142857,43.75,20,5,5,5,การออกแบบการวิจัย,36.36363636363637
026327,40,35.7142857142857,43.75,20,5,5,5,การเขียนและพัฒนาโครงการวิจัย,60
026327,40,35.7142857142857,43.75,20,5,5,5,เครื่องมือและการเก็บข้อมูล,38.46153846153846
026327,40,35.7142857142857,43.75,20,5,5,5,การวิเคราะห์และเขียนรายงาน,53.125
026327,40,35.7142857142857,43.75,20,5,5,5,การประยุกต์ใช้และพัฒนา,75
